=============== Sampling Metadata ===============
Node ID: 1
Start Time: 2025-07-02 16:16:30.000
Sampling Rate: 100 Hz
Duration: 180 s
================= Sampling Data =================
time_ms,ax,ay,az
      28,-0.000977,-0.004639,1.123291
      30,-0.001221,0.001709,1.124268
      31,0.001953,0.002686,1.128662
      40,0.000732,-0.002441,1.130127
      50,-0.004639,0.003906,1.126709
      60,-0.003662,-0.002197,1.125000
      70,0.004639,-0.002197,1.127930
      80,0.000977,-0.000244,1.123779
      90,0.000732,-0.002930,1.130127
     100,-0.005371,-0.005615,1.131836
     110,0.001709,-0.003174,1.134277
     120,0.000977,-0.004150,1.128662
     130,-0.009521,-0.001953,1.126953
     140,-0.000732,-0.002197,1.138184
     150,-0.002441,-0.003174,1.122070
     160,0.002441,-0.003418,1.132080
     170,-0.003662,-0.001709,1.134766
     180,0.001465,-0.007324,1.131348
     190,0.002441,-0.008789,1.129639
     200,-0.001953,-0.004639,1.132080
     210,-0.000488,-0.007812,1.126953
     220,0.000977,0.006836,1.135010
     230,-0.001709,-0.002686,1.126465
     240,-0.008301,-0.004639,1.133057
     250,0.003418,-0.001953,1.125977
     260,-0.003906,0.001465,1.130371
     270,-0.000732,-0.002441,1.128662
     280,0.000977,0.001221,1.120605
     290,-0.003174,0.000000,1.124512
     300,0.000488,-0.003662,1.120850
     310,-0.003662,-0.003662,1.127930
     320,-0.001709,-0.001221,1.124023
     330,-0.002686,-0.002197,1.129150
     340,-0.009766,-0.005371,1.125732
     350,0.003174,0.001953,1.129639
     360,-0.004150,0.000977,1.132080
     370,-0.005127,-0.001953,1.126709
     380,-0.001221,-0.002441,1.131104
     390,-0.001465,-0.005859,1.126709
     400,0.007812,-0.005371,1.120361
     410,0.002930,-0.002686,1.133301
     420,0.000488,-0.006348,1.129639
     430,0.001709,-0.000732,1.129395
     440,-0.011719,-0.004395,1.121582
     450,-0.005127,0.001465,1.126221
     460,0.002197,-0.002197,1.131104
     470,-0.002197,-0.003418,1.139404
     480,-0.003174,-0.004150,1.131348
     490,-0.000244,-0.002441,1.131104
     500,-0.002441,-0.004639,1.126709
     510,-0.005615,-0.003906,1.122314
     520,0.000000,0.001709,1.116943
     530,-0.002930,-0.003418,1.127441
     540,-0.002930,-0.005127,1.134521
     550,0.003418,0.000244,1.128174
     560,0.000244,0.002197,1.131348
     570,-0.009521,-0.004150,1.120605
     580,-0.004883,-0.002441,1.131104
     590,-0.001709,0.001953,1.127441
     600,-0.001953,-0.004150,1.131104
     610,0.000000,0.006836,1.133545
     620,0.002930,0.001953,1.129883
     630,-0.003662,-0.003418,1.128174
     640,0.001709,-0.001465,1.126709
     650,-0.009521,-0.003662,1.116943
     660,-0.001953,-0.003662,1.126465
     670,-0.003418,0.000244,1.136230
     680,-0.004150,-0.003662,1.128418
     690,-0.004150,-0.002197,1.120850
     700,0.001465,0.000000,1.128174
     710,0.001221,0.001709,1.127197
     720,-0.000244,-0.005615,1.128662
     730,0.002930,0.000244,1.128906
     740,-0.005859,0.000488,1.147949
     750,0.001465,-0.006592,1.126465
     760,0.000732,0.002930,1.133057
     770,-0.002441,0.002197,1.132568
     780,0.000732,0.000488,1.132080
     790,-0.001953,-0.001709,1.118896
     800,0.006348,0.000977,1.134521
     810,0.000977,0.001221,1.126953
     820,-0.010498,-0.001709,1.123779
     830,-0.004395,0.000244,1.133789
     840,-0.003418,-0.001221,1.125488
     850,-0.002930,0.000977,1.128662
     860,-0.004639,0.001953,1.129883
     870,0.000000,0.003662,1.125977
     880,0.000488,-0.003906,1.130859
     890,-0.009521,-0.005371,1.120605
     900,0.005127,-0.002930,1.124268
     910,0.002930,-0.004883,1.127930
     920,-0.000244,-0.002197,1.132812
     930,-0.004395,0.001709,1.125244
     940,-0.001465,-0.000732,1.122314
     950,-0.001465,-0.002197,1.128906
     960,0.006592,-0.004639,1.133057
     970,-0.002441,-0.004395,1.124512
     980,-0.001953,-0.002930,1.129395
     990,0.000488,0.000488,1.139893
    1000,0.003906,-0.003662,1.120850
    1010,0.000000,-0.004150,1.124756
    1020,0.001709,-0.004150,1.126953
    1030,-0.001221,-0.005127,1.129150
    1040,-0.004639,0.000977,1.129395
    1050,0.001465,-0.003174,1.126465
    1060,-0.006592,-0.005127,1.126465
    1070,-0.001709,0.006348,1.127930
    1080,-0.000977,-0.005127,1.130615
    1090,-0.004150,0.000732,1.128174
    1100,-0.002441,0.000244,1.128174
    1110,-0.001709,-0.004395,1.125977
    1120,0.002930,0.003418,1.133301
    1130,0.000244,-0.004395,1.129395
    1140,0.001221,-0.000244,1.128906
    1150,-0.002930,-0.000488,1.127441
    1160,-0.003174,-0.000977,1.133301
    1170,0.002197,0.001709,1.116455
    1180,-0.006104,-0.000488,1.132324
    1190,-0.004395,0.000000,1.135010
    1200,0.005127,-0.000488,1.123779
    1210,-0.002930,0.000000,1.131348
    1220,-0.004150,-0.004150,1.130859
    1230,-0.006836,-0.001709,1.128418
    1240,-0.000977,-0.002197,1.123047
    1250,0.006836,-0.003174,1.136230
    1260,-0.007080,-0.001221,1.137939
    1270,0.001953,-0.001953,1.135010
    1280,-0.000732,-0.001221,1.128418
    1290,-0.002686,-0.001221,1.131836
    1300,-0.006592,-0.001953,1.130859
    1310,-0.003174,-0.002686,1.126709
    1320,-0.010986,-0.004395,1.125732
    1330,-0.001709,-0.000488,1.125244
    1340,-0.003662,-0.007812,1.116943
    1350,0.000244,0.001709,1.132324
    1360,-0.001465,-0.001465,1.135742
    1370,-0.003662,-0.003906,1.129883
    1380,-0.000244,-0.002441,1.118896
    1390,0.002930,-0.004150,1.122803
    1400,0.002930,-0.003662,1.130859
    1410,-0.004150,-0.004150,1.124512
    1420,0.000244,0.004150,1.130371
    1430,-0.003174,-0.000732,1.124512
    1440,0.002930,0.002441,1.132812
    1450,0.006836,0.000000,1.130615
    1460,0.001709,-0.002686,1.134277
    1470,-0.002441,-0.005127,1.128906
    1480,-0.003418,-0.002686,1.128906
    1490,-0.005127,0.006348,1.120117
    1500,0.000732,0.003174,1.121826
    1510,-0.004150,0.004395,1.124268
    1520,-0.006348,-0.003906,1.126465
    1530,-0.003174,-0.003906,1.123535
    1540,0.001953,-0.001465,1.122070
    1550,-0.002441,-0.003662,1.134766
    1560,-0.006592,0.005371,1.128418
    1570,0.000977,-0.002197,1.130615
    1580,-0.007324,-0.000488,1.125977
    1590,0.001709,-0.002197,1.124756
    1600,0.000732,-0.003906,1.127686
    1610,0.002197,-0.003662,1.127686
    1620,-0.003418,0.000244,1.129150
    1630,-0.000488,0.000488,1.127930
    1640,-0.006592,-0.009521,1.127197
    1650,-0.002441,-0.003662,1.133789
    1660,-0.004883,0.001465,1.118896
    1670,0.007812,0.002686,1.132080
    1680,-0.005371,-0.001221,1.128662
    1690,0.005371,-0.005615,1.127197
    1700,-0.000977,-0.004150,1.133057
    1710,-0.007080,-0.004639,1.125488
    1720,-0.003906,-0.002930,1.132568
    1730,-0.005127,0.001221,1.126221
    1740,-0.001709,-0.002441,1.126465
    1750,0.000000,0.004395,1.136963
    1760,-0.003174,0.000488,1.125977
    1770,-0.000244,-0.003906,1.124756
    1780,0.001709,-0.004150,1.123291
    1790,-0.002441,-0.000488,1.127441
    1800,0.003174,0.004883,1.128174
    1810,0.002930,-0.001709,1.125977
    1820,0.001953,-0.007324,1.132080
    1830,-0.001221,-0.001953,1.124756
    1840,-0.000732,-0.004150,1.137451
    1850,-0.006348,-0.002930,1.131592
    1860,-0.001709,-0.004639,1.128418
    1870,-0.001221,-0.003174,1.136963
    1880,-0.002197,0.000977,1.133301
    1890,0.000732,-0.005859,1.126709
    1900,-0.002197,-0.000977,1.123779
    1910,-0.000977,0.001221,1.130127
    1920,-0.002197,-0.003174,1.123779
    1930,-0.003906,-0.004883,1.126221
    1940,-0.004150,-0.002930,1.130615
    1950,0.006348,-0.003662,1.125244
    1960,0.003662,-0.002197,1.135498
    1970,0.001709,-0.000488,1.128662
    1980,0.000977,0.000000,1.124023
    1990,-0.007568,-0.003906,1.127197
    2000,0.000488,-0.002441,1.126221
    2010,0.000244,-0.002197,1.120117
    2020,-0.001465,-0.003906,1.130859
    2030,-0.001953,-0.003906,1.125977
    2040,0.001953,-0.004395,1.121826
    2050,-0.009033,0.000488,1.128662
    2060,0.004639,-0.004395,1.126465
    2070,-0.002197,-0.001953,1.125977
    2080,0.000488,-0.002930,1.128418
    2090,-0.001221,0.001221,1.125244
    2100,-0.000488,-0.000488,1.129395
    2110,-0.001465,-0.004639,1.129150
    2120,-0.002686,-0.002197,1.130127
    2130,-0.001221,0.001709,1.127686
    2140,-0.001953,0.002930,1.124023
    2150,-0.004639,-0.002930,1.126465
    2160,-0.002197,-0.001709,1.132568
    2170,-0.004883,-0.005371,1.132812
    2180,0.001709,-0.001953,1.120361
    2190,-0.000244,-0.002930,1.127197
    2200,-0.002441,0.003174,1.128662
    2210,0.005127,0.001465,1.126221
    2220,-0.002930,0.001709,1.122314
    2230,-0.004639,0.000977,1.130127
    2240,-0.002441,0.001465,1.130127
    2250,-0.003174,-0.000244,1.124268
    2260,0.003662,-0.002686,1.127930
    2270,-0.001221,0.002197,1.133057
    2280,-0.006104,-0.002441,1.129883
    2290,-0.004150,-0.000488,1.124512
    2300,-0.002930,0.001221,1.129150
    2310,0.004150,-0.003662,1.122070
    2320,0.002197,-0.002930,1.122559
    2330,-0.002197,0.001709,1.131592
    2340,0.006104,-0.003906,1.133301
    2350,-0.004639,0.003174,1.131104
    2360,-0.002197,0.003906,1.125488
    2370,0.000732,0.001709,1.120361
    2380,0.001465,-0.005615,1.130615
    2390,-0.003662,-0.002441,1.130127
    2400,-0.001953,-0.000732,1.126221
    2410,-0.003418,-0.002441,1.125244
    2420,0.005371,0.001709,1.126953
    2430,0.000977,-0.003662,1.132080
