      36,0.037354,-0.055908,0.919922
      38,0.041992,-0.053955,0.926270
      39,0.042480,-0.050049,0.935303
      40,0.046631,-0.043945,0.921631
      50,0.040527,-0.053955,0.931641
      60,0.038330,-0.050293,0.930664
      70,0.036377,-0.050537,0.938232
      80,0.035156,-0.045410,0.932861
      90,0.035645,-0.052246,0.927490
     100,0.042480,-0.054443,0.926758
     110,0.043457,-0.048828,0.933350
     120,0.043213,-0.057373,0.937012
     130,0.040771,-0.052002,0.936279
     140,0.040283,-0.059082,0.928467
     150,0.041016,-0.053467,0.934814
     160,0.041016,-0.047119,0.930908
     170,0.036133,-0.049316,0.925049
     180,0.039795,-0.050049,0.935303
     190,0.037598,-0.052734,0.930908
     200,0.040771,-0.052979,0.930908
     210,0.040771,-0.053223,0.935059
     220,0.035645,-0.053223,0.937500
     230,0.041504,-0.053711,0.935059
     240,0.040527,-0.056885,0.927490
     250,0.039795,-0.051270,0.935547
     260,0.038574,-0.052490,0.932861
     270,0.040283,-0.049072,0.930664
     280,0.038818,-0.049072,0.928467
     290,0.040283,-0.051270,0.935059
     300,0.037354,-0.051025,0.930908
     310,0.046143,-0.049805,0.932861
     320,0.040771,-0.053467,0.931396
     330,0.039307,-0.049072,0.931641
     340,0.038330,-0.050049,0.934082
     350,0.041748,-0.054932,0.928711
     360,0.039062,-0.050781,0.934570
     370,0.039307,-0.053955,0.931396
     380,0.034668,-0.053223,0.933105
     390,0.039795,-0.051514,0.925049
     400,0.044189,-0.049805,0.930420
     410,0.034424,-0.053711,0.924805
     420,0.037354,-0.052979,0.927979
     430,0.038086,-0.049072,0.929932
     440,0.043213,-0.049072,0.929199
     450,0.039551,-0.050049,0.919189
     460,0.041260,-0.049805,0.927246
     470,0.041748,-0.047607,0.922852
     480,0.049316,-0.053711,0.923096
     490,0.038086,-0.052246,0.935547
     500,0.043701,-0.056396,0.925049
     510,0.041260,-0.053711,0.925049
     520,0.041748,-0.050781,0.937744
     530,0.037354,-0.043457,0.921143
     540,0.039551,-0.051025,0.936523
     550,0.036377,-0.050537,0.923340
     560,0.038086,-0.051514,0.928467
     570,0.041748,-0.051025,0.935303
     580,0.038818,-0.060059,0.929688
     590,0.037354,-0.053711,0.932373
     600,0.040283,-0.054443,0.931396
     610,0.045410,-0.056641,0.924805
     620,0.042236,-0.054199,0.929443
     630,0.036621,-0.056396,0.925537
     640,0.035889,-0.059082,0.925781
     650,0.043213,-0.050293,0.929443
     660,0.039551,-0.054932,0.937256
     670,0.041748,-0.055908,0.924072
     680,0.042725,-0.051758,0.927002
     690,0.039795,-0.050537,0.926514
     700,0.042480,-0.052734,0.927979
     710,0.038086,-0.052002,0.931641
     720,0.039551,-0.055908,0.927002
     730,0.038330,-0.055176,0.920654
     740,0.047119,-0.052734,0.926758
     750,0.035645,-0.056152,0.920898
     760,0.040771,-0.055908,0.933594
     770,0.039551,-0.049805,0.924316
     780,0.037354,-0.052246,0.933594
     790,0.035156,-0.048828,0.936768
     800,0.035645,-0.052490,0.927734
     810,0.046875,-0.044678,0.927002
     820,0.037598,-0.050781,0.938721
     830,0.036621,-0.055420,0.928711
     840,0.043457,-0.051514,0.930176
     850,0.039307,-0.056396,0.931641
     860,0.036865,-0.048584,0.931396
     870,0.035889,-0.049561,0.931885
     880,0.044678,-0.053467,0.925049
     890,0.041260,-0.048584,0.921875
     900,0.041748,-0.049561,0.931396
     910,0.039551,-0.055908,0.923096
     920,0.039795,-0.055420,0.923584
     930,0.037842,-0.048828,0.935547
     940,0.040771,-0.045410,0.929932
     950,0.039551,-0.048584,0.945801
     960,0.042480,-0.052979,0.930908
     970,0.039062,-0.054199,0.935791
     980,0.038574,-0.050781,0.930176
     990,0.044922,-0.048584,0.933594
    1000,0.041504,-0.047852,0.935303
    1010,0.044922,-0.059082,0.931885
    1020,0.035400,-0.051270,0.921143
    1030,0.038574,-0.055176,0.929199
    1040,0.043213,-0.054688,0.933105
    1050,0.036133,-0.053711,0.933105
    1060,0.037598,-0.049805,0.925293
    1070,0.040039,-0.048096,0.933594
    1080,0.035889,-0.047607,0.921631
    1090,0.040039,-0.053223,0.928955
    1100,0.044678,-0.049805,0.931152
    1110,0.043945,-0.048096,0.926270
    1120,0.041992,-0.049072,0.944580
    1130,0.037109,-0.048340,0.938477
    1140,0.038818,-0.051270,0.926025
    1150,0.042236,-0.045654,0.930664
    1160,0.038818,-0.053955,0.924316
    1170,0.038574,-0.053711,0.932129
    1180,0.037109,-0.052490,0.924805
