      30,-0.000244,0.002686,1.124756
      31,-0.001953,0.005127,1.124756
      33,-0.003418,-0.005371,1.120605
      40,-0.006836,-0.002686,1.133545
      50,-0.001709,-0.003906,1.127930
      60,-0.003174,0.001465,1.133301
      70,-0.000977,-0.004883,1.124512
      80,0.001953,-0.006348,1.129150
      90,-0.001709,-0.004639,1.127930
     100,0.002441,-0.002441,1.126465
     110,-0.001953,0.000244,1.124512
     120,-0.000977,-0.001953,1.128418
     130,0.000244,-0.000488,1.124512
     140,-0.002930,-0.004150,1.130859
     150,-0.000488,-0.003174,1.130127
     160,-0.001953,0.004395,1.128906
     170,-0.005615,-0.003906,1.125244
     180,-0.002930,0.002197,1.126221
     190,0.002197,-0.005127,1.136719
     200,-0.004639,0.000977,1.128662
     210,0.000244,-0.003662,1.123291
     220,-0.001709,0.005371,1.119873
     230,0.000000,0.003906,1.126465
     240,0.004639,-0.000244,1.132812
     250,-0.006592,-0.000732,1.127930
     260,0.002441,0.003418,1.123291
     270,-0.001221,-0.003418,1.130371
     280,0.000000,-0.000488,1.125244
     290,-0.004150,-0.004150,1.127930
     300,-0.000977,-0.002197,1.126953
     310,-0.002686,0.001953,1.124023
     320,0.000977,-0.003906,1.125244
     330,-0.002441,0.001221,1.128174
     340,-0.002930,-0.001953,1.133057
     350,-0.004395,-0.003906,1.128418
     360,0.005127,-0.001221,1.125000
     370,-0.002441,0.002930,1.129395
     380,0.003906,-0.000244,1.121826
     390,-0.004395,0.000244,1.138184
     400,-0.006836,0.000000,1.127441
     410,-0.001465,-0.000244,1.130371
     420,0.005615,-0.005371,1.130127
     430,-0.001953,-0.002441,1.130127
     440,-0.006592,-0.003906,1.127197
     450,-0.004395,0.003418,1.125488
     460,-0.002930,-0.002441,1.131592
     470,-0.001465,0.000000,1.124512
     480,-0.003174,-0.002441,1.130615
     490,0.000244,0.001465,1.126465
     500,-0.002441,-0.003662,1.136719
     510,-0.001953,0.001465,1.123047
     520,-0.002441,-0.003906,1.127441
     530,0.000000,-0.001709,1.128174
     540,0.001709,0.003174,1.123535
