=============== Sampling Metadata ===============
Node ID: 1
Start Time: 2025-07-02 17:02:30.000
Sampling Rate: 100 Hz
Duration: 30 s
================= Sampling Data =================
time_ms,ax,ay,az
      30,0.007812,-0.010254,1.125732
      32,0.008057,-0.009277,1.131592
      33,0.005859,-0.004639,1.132080
      40,0.006592,-0.012207,1.128662
      50,0.002686,-0.007324,1.126953
      60,0.002686,-0.008789,1.131836
      70,0.004639,-0.013184,1.133301
      80,0.004639,-0.007324,1.124756
      90,0.005859,-0.004883,1.134766
     100,0.004150,-0.008057,1.131592
     110,0.011230,-0.013184,1.120605
     120,0.003174,-0.009277,1.135742
     130,0.008545,-0.009033,1.133789
     140,0.002197,-0.003174,1.128906
     150,0.006592,-0.009033,1.132080
     160,0.003906,-0.012695,1.131836
     170,0.007812,-0.007324,1.133301
     180,0.003418,-0.006592,1.128174
     190,0.004395,-0.015625,1.131592
     200,0.002930,-0.008545,1.127441
     210,0.000244,-0.005371,1.120605
     220,0.007812,-0.013672,1.129395
     230,0.004639,-0.011719,1.133545
     240,0.007568,-0.008057,1.128906
     250,0.000977,-0.011475,1.123779
     260,0.005371,-0.006836,1.127197
     270,0.003906,-0.007324,1.130127
     280,-0.002441,-0.004883,1.129150
     290,0.004639,-0.010742,1.130615
     300,0.008301,-0.013184,1.122803
     310,0.005859,-0.010742,1.134277
     320,0.000977,-0.007812,1.130371
     330,0.003662,-0.007812,1.124756
     340,0.000732,-0.015625,1.133545
     350,0.004883,-0.004150,1.126709
     360,0.002686,-0.011963,1.134521
     370,-0.004150,-0.010010,1.130371
     380,0.000000,-0.011475,1.135010
     390,0.003418,-0.009277,1.131348
     400,0.002197,-0.010010,1.131348
     410,0.002686,-0.010254,1.128418
     420,0.003174,-0.004395,1.131348
     430,0.006592,-0.012207,1.126709
     440,0.004395,-0.005371,1.131836
     450,0.000732,-0.008789,1.126465
     460,-0.000244,-0.015625,1.121094
     470,0.002686,-0.012939,1.131104
     480,0.011963,-0.006348,1.131592
     490,0.006836,-0.006836,1.132324
     500,-0.004150,-0.013184,1.134521
     510,0.004150,-0.004150,1.134277
     520,0.004639,-0.009277,1.123535
