=============== Sampling Metadata ===============
Node ID: 100
Start Time: 2025-07-02 17:09:30.000
Sampling Rate: 100 Hz
Duration: 30 s
================= Sampling Data =================
time_ms,ax,ay,az
      34,0.024902,-0.040039,1.073730
      36,0.021484,-0.038086,1.076660
      37,0.025635,-0.037598,1.076416
      40,0.030518,-0.033936,1.073486
      50,0.016846,-0.042969,1.078613
      60,0.029297,-0.044189,1.078613
      70,0.024902,-0.038818,1.078857
      80,0.018555,-0.032227,1.076660
      90,0.026855,-0.039795,1.077148
     100,0.025146,-0.034668,1.076660
     110,0.022217,-0.041992,1.074219
     120,0.026367,-0.035645,1.072021
     130,0.029053,-0.041260,1.076904
     140,0.020508,-0.042969,1.075684
     150,0.025146,-0.038330,1.074219
     160,0.021240,-0.041016,1.081787
     170,0.027344,-0.041016,1.086914
     180,0.024902,-0.037354,1.077148
     190,0.023682,-0.038330,1.072021
     200,0.021729,-0.034180,1.070557
     210,0.028076,-0.032227,1.068359
     220,0.021973,-0.043701,1.074463
     230,0.026855,-0.037354,1.079834
     240,0.022461,-0.041016,1.076904
     250,0.022705,-0.038574,1.071777
     260,0.018555,-0.042236,1.072510
     270,0.029297,-0.041748,1.062744
     280,0.028564,-0.039307,1.070801
     290,0.023926,-0.039795,1.078369
     300,0.026611,-0.041992,1.065918
     310,0.028564,-0.035645,1.069824
     320,0.025635,-0.037354,1.073975
     330,0.022705,-0.038574,1.067383
     340,0.031738,-0.036865,1.077393
     350,0.018066,-0.040527,1.071533
     360,0.020264,-0.037109,1.080078
     370,0.027100,-0.038818,1.075195
     380,0.026855,-0.036133,1.069336
     390,0.025635,-0.039307,1.078369
     400,0.025879,-0.038574,1.075684
     410,0.021484,-0.039551,1.076416
     420,0.024658,-0.042480,1.075928
     430,0.021729,-0.035156,1.076904
     440,0.022705,-0.035645,1.073975
     450,0.021729,-0.040771,1.081787
     460,0.023926,-0.034424,1.070312
     470,0.027344,-0.038574,1.071289
     480,0.021240,-0.038818,1.080078
     490,0.026367,-0.036621,1.075684
     500,0.024170,-0.043213,1.077881
     510,0.031006,-0.036865,1.067627
     520,0.023193,-0.039307,1.073730
     530,0.021240,-0.037598,1.079102
     540,0.025391,-0.040771,1.068359
     550,0.023193,-0.036377,1.070801
     560,0.021240,-0.039062,1.075928
     570,0.026123,-0.038574,1.070801
     580,0.026611,-0.043213,1.073242
     590,0.022705,-0.035889,1.074951
     600,0.022705,-0.041016,1.078369
     610,0.026123,-0.041992,1.074951
     620,0.024902,-0.040283,1.076660
     630,0.030029,-0.036621,1.068359
     640,0.022217,-0.035889,1.077881
     650,0.018066,-0.038086,1.074463
     660,0.023926,-0.039062,1.073730
     670,0.026855,-0.038574,1.070801
     680,0.020508,-0.040283,1.074951
     690,0.031006,-0.037354,1.070312
     700,0.026367,-0.041260,1.066406
     710,0.021729,-0.038330,1.078125
     720,0.026123,-0.042236,1.076172
     730,0.019775,-0.040039,1.072021
     740,0.029053,-0.040039,1.075195
     750,0.025146,-0.039795,1.072510
     760,0.028809,-0.040283,1.081787
     770,0.019775,-0.035400,1.076172
     780,0.018311,-0.045654,1.071533
     790,0.023438,-0.041260,1.072266
     800,0.026855,-0.042236,1.080566
     810,0.021240,-0.036377,1.076416
     820,0.028564,-0.037354,1.061279
     830,0.020020,-0.037598,1.084229
     840,0.024658,-0.040039,1.068604
     850,0.022949,-0.038818,1.075195
     860,0.024414,-0.041016,1.069336
     870,0.028320,-0.037354,1.077637
     880,0.024658,-0.040771,1.077393
     890,0.030518,-0.038086,1.075928
     900,0.020752,-0.037109,1.082520
     910,0.028320,-0.035889,1.072266
     920,0.025146,-0.035156,1.067139
     930,0.029297,-0.033691,1.074951
     940,0.019775,-0.038574,1.065186
     950,0.025879,-0.037354,1.077637
     960,0.022461,-0.040283,1.080566
     970,0.023682,-0.039307,1.068604
     980,0.022461,-0.041016,1.079346
     990,0.025146,-0.037598,1.071533
    1000,0.027832,-0.040527,1.072266
    1010,0.023926,-0.036865,1.069824
    1020,0.025391,-0.035645,1.070801
    1030,0.025146,-0.037354,1.075684
    1040,0.023438,-0.040771,1.066406
    1050,0.026855,-0.036377,1.065674
    1060,0.027588,-0.041992,1.070801
    1070,0.020508,-0.037598,1.070557
    1080,0.025146,-0.040283,1.079102
    1090,0.020508,-0.037598,1.070801
    1100,0.030273,-0.038818,1.078369
    1110,0.022217,-0.037598,1.075439
    1120,0.024658,-0.039551,1.085449
