=============== Sampling Metadata ===============
Node ID: 2
Start Time: 2025-07-02 17:06:30.000
Sampling Rate: 100 Hz
Duration: 30 s
================= Sampling Data =================
time_ms,ax,ay,az
      30,0.050537,-0.019775,0.978516
      32,0.052979,-0.020508,0.984375
      33,0.054688,-0.020996,0.986084
      40,0.055664,-0.022949,0.979980
      50,0.051270,-0.017090,0.983154
      60,0.046875,-0.020020,0.980469
      70,0.053711,-0.014893,0.971680
      80,0.052490,-0.021729,0.981445
      90,0.051758,-0.021484,0.985107
     100,0.052246,-0.024170,0.982422
     110,0.047607,-0.023926,0.984375
     120,0.049805,-0.012207,0.986816
     130,0.050537,-0.018311,0.974121
     140,0.046387,-0.018555,0.975830
     150,0.052246,-0.015137,0.978027
     160,0.053711,-0.015869,0.979004
     170,0.055420,-0.018799,0.983643
     180,0.047363,-0.015381,0.980469
     190,0.048340,-0.021729,0.979736
     200,0.052734,-0.017822,0.980469
     210,0.044678,-0.020264,0.981689
     220,0.047607,-0.016357,0.983398
     230,0.051270,-0.016846,0.978271
     240,0.056641,-0.017334,0.977783
     250,0.054932,-0.012939,0.986816
     260,0.049561,-0.018555,0.983643
     270,0.046875,-0.017578,0.978027
     280,0.052979,-0.026611,0.992676
     290,0.047852,-0.017578,0.983154
     300,0.049561,-0.025635,0.989014
     310,0.051025,-0.021484,0.985107
     320,0.054932,-0.013916,0.980957
     330,0.055908,-0.018311,0.983154
     340,0.054199,-0.018066,0.981934
     350,0.048340,-0.018311,0.979248
     360,0.053467,-0.017578,0.976318
     370,0.051758,-0.024414,0.979004
     380,0.051270,-0.017578,0.980713
     390,0.049316,-0.018066,0.975830
     400,0.045166,-0.009766,0.976562
     410,0.044678,-0.021240,0.985596
     420,0.051025,-0.017822,0.980957
     430,0.051758,-0.019531,0.982910
     440,0.053711,-0.020020,0.979248
     450,0.049072,-0.018066,0.983887
     460,0.056152,-0.018066,0.979980
     470,0.055908,-0.014160,0.978271
     480,0.050537,-0.013428,0.980713
     490,0.047607,-0.018799,0.975830
     500,0.058350,-0.019043,0.978760
     510,0.053711,-0.017090,0.987061
     520,0.049316,-0.018555,0.981201
     530,0.050537,-0.018311,0.980469
     540,0.053467,-0.023682,0.981934
     550,0.053223,-0.019531,0.989258
     560,0.045898,-0.021973,0.981445
     570,0.047363,-0.021484,0.977051
     580,0.044434,-0.015137,0.986084
     590,0.050049,-0.020996,0.989014
     600,0.050049,-0.020508,0.975586
     610,0.049805,-0.022461,0.982422
     620,0.049072,-0.017090,0.979736
     630,0.045166,-0.017334,0.983887
     640,0.054443,-0.016602,0.981934
     650,0.054199,-0.017578,0.986816
     660,0.047363,-0.016357,0.983398
     670,0.051025,-0.024170,0.986816
     680,0.054443,-0.016602,0.979736
     690,0.050781,-0.017090,0.983887
     700,0.048340,-0.026123,0.982178
     710,0.050781,-0.020264,0.981445
     720,0.047607,-0.021729,0.985352
     730,0.055908,-0.021729,0.978760
     740,0.054688,-0.020264,0.983154
     750,0.046387,-0.021240,0.985840
     760,0.046387,-0.022949,0.981445
     770,0.047607,-0.017822,0.978271
     780,0.051758,-0.023438,0.979248
     790,0.052979,-0.018066,0.981689
     800,0.045410,-0.022217,0.984131
     810,0.052490,-0.017578,0.975586
     820,0.057373,-0.012939,0.981445
     830,0.050537,-0.016602,0.979736
     840,0.048340,-0.022461,0.982910
     850,0.049561,-0.020752,0.987305
     860,0.048340,-0.019531,0.977783
     870,0.051025,-0.020020,0.978760
     880,0.048584,-0.016602,0.980225
     890,0.049072,-0.020752,0.988037
     900,0.059082,-0.023193,0.971680
     910,0.053467,-0.022217,0.977783
     920,0.045410,-0.013184,0.985840
     930,0.052979,-0.020264,0.989014
     940,0.052490,-0.021729,0.977783
     950,0.053467,-0.014648,0.982178
     960,0.047119,-0.016602,0.981445
