=============== Sampling Metadata ===============
Node ID: 4
Start Time: 2025-07-02 16:58:30.000
Sampling Rate: 100 Hz
Duration: 60 s
================= Sampling Data =================
time_ms,ax,ay,az
      27,0.059814,0.000244,0.966797
      28,0.065430,0.000488,0.970703
      30,0.061768,-0.001953,0.972412
      40,0.064941,-0.002441,0.965576
      50,0.061768,-0.000488,0.967773
      60,0.066406,0.001953,0.969727
      70,0.062256,-0.000732,0.968994
      80,0.062988,-0.000732,0.970703
      90,0.063965,0.008545,0.971924
     100,0.066406,0.001221,0.959717
     110,0.065918,0.000488,0.962891
     120,0.069092,0.003662,0.965088
     130,0.065186,-0.001709,0.959717
     140,0.061768,0.003662,0.973877
     150,0.062256,0.000244,0.962402
     160,0.065430,0.002930,0.964355
     170,0.067383,0.002686,0.967529
     180,0.061523,-0.002686,0.964355
     190,0.060791,0.004639,0.969238
     200,0.063965,0.000732,0.964844
     210,0.065186,0.003662,0.965820
     220,0.062744,0.001709,0.967285
     230,0.060791,-0.000977,0.960449
     240,0.062988,0.001953,0.969971
     250,0.065918,-0.005371,0.964600
     260,0.061279,-0.001221,0.961182
     270,0.061279,-0.006104,0.972168
     280,0.066895,0.000977,0.963135
     290,0.065430,-0.000488,0.969238
     300,0.066895,0.006104,0.966553
     310,0.060059,0.001709,0.960205
     320,0.067383,0.005371,0.977295
     330,0.061768,0.000977,0.969238
     340,0.062988,-0.002441,0.972412
     350,0.060547,-0.000732,0.965820
     360,0.062012,0.002441,0.962158
     370,0.062256,0.003906,0.973145
     380,0.063232,-0.002930,0.961426
     390,0.063721,-0.000244,0.962891
     400,0.064453,-0.002930,0.964600
     410,0.064209,-0.003662,0.969727
     420,0.061523,0.000244,0.967285
     430,0.065674,-0.001465,0.960449
     440,0.062012,0.002197,0.966553
     450,0.059814,0.000977,0.971436
     460,0.069824,0.005127,0.969727
     470,0.061523,0.002686,0.962158
     480,0.063477,-0.001709,0.961670
     490,0.067383,-0.000732,0.960449
     500,0.068115,0.002930,0.972412
     510,0.070801,-0.003906,0.966064
     520,0.058594,0.000244,0.966309
     530,0.062744,-0.004395,0.968262
     540,0.062256,0.005127,0.964111
     550,0.060303,0.005371,0.960693
     560,0.067139,0.005371,0.961670
     570,0.063721,0.002930,0.960938
     580,0.062012,-0.000977,0.970459
     590,0.060303,0.003418,0.968018
     600,0.062500,0.001221,0.965820
     610,0.063232,0.002930,0.963379
     620,0.067383,-0.000732,0.961426
     630,0.063232,0.003906,0.971436
     640,0.066406,0.003662,0.964600
     650,0.064941,-0.002197,0.962891
     660,0.063232,0.000488,0.965820
     670,0.067383,0.002686,0.964355
     680,0.065918,0.005127,0.964600
     690,0.067871,0.004883,0.976318
     700,0.062012,0.001709,0.964844
     710,0.062256,-0.000244,0.968262
     720,0.064941,0.001221,0.960449
     730,0.068359,-0.001709,0.967041
     740,0.061035,0.000488,0.967285
     750,0.064453,-0.000977,0.969482
     760,0.062256,0.000732,0.968018
     770,0.065186,0.005859,0.964111
     780,0.059082,-0.001465,0.955078
     790,0.059570,0.002930,0.966553
     800,0.062256,0.000244,0.970215
     810,0.060791,0.000000,0.963623
     820,0.066162,0.000977,0.961182
     830,0.060547,-0.000732,0.967773
     840,0.067627,-0.002686,0.967041
     850,0.067139,-0.001953,0.968750
     860,0.065674,0.001465,0.954590
     870,0.056885,0.003174,0.968750
     880,0.064697,0.001221,0.971680
     890,0.055664,0.002197,0.967285
     900,0.058350,0.001709,0.968262
     910,0.066162,0.004150,0.963867
     920,0.059570,0.004639,0.966064
     930,0.060303,0.000488,0.974365
     940,0.060791,-0.002930,0.963867
     950,0.061523,-0.000244,0.966797
     960,0.061279,0.003174,0.964844
     970,0.062256,0.000732,0.969727
     980,0.062744,0.002197,0.966064
     990,0.056396,0.006836,0.963623
    1000,0.067871,0.003906,0.967285
    1010,0.064453,0.001221,0.966553
    1020,0.070312,-0.002441,0.963379
    1030,0.061768,0.000000,0.966309
    1040,0.062744,0.000488,0.963867
    1050,0.064941,0.003418,0.966309
    1060,0.068848,0.001709,0.975830
    1070,0.063232,-0.000732,0.959717
    1080,0.064697,0.004395,0.963379
    1090,0.066162,0.005127,0.964111
    1100,0.067871,-0.002930,0.969482
    1110,0.064453,-0.004150,0.966797
    1120,0.058105,-0.000977,0.963379
    1130,0.063232,0.003174,0.968994
    1140,0.063477,0.002686,0.964111
    1150,0.061279,-0.002197,0.966797
    1160,0.062744,-0.001465,0.961426
    1170,0.059082,0.004883,0.968506
    1180,0.061523,0.001709,0.968018
    1190,0.060547,0.000732,0.964600
    1200,0.058350,-0.004150,0.968750
    1210,0.066895,-0.002197,0.967041
    1220,0.066162,0.002441,0.965820
    1230,0.065430,0.001221,0.971436
    1240,0.070801,0.002686,0.964111
    1250,0.066650,0.003174,0.963623
    1260,0.064941,0.001221,0.961426
    1270,0.062012,0.000244,0.969238
    1280,0.072021,-0.000977,0.974121
    1290,0.062500,0.006592,0.966553
    1300,0.061523,0.002441,0.967773
    1310,0.064941,-0.002930,0.968994
    1320,0.062988,0.002197,0.965088
    1330,0.062500,-0.000977,0.963867
    1340,0.062744,0.000488,0.963379
    1350,0.062012,0.000488,0.964844
    1360,0.060547,-0.003418,0.962402
    1370,0.062012,0.000488,0.969238
    1380,0.061035,-0.001953,0.965820
    1390,0.064941,0.002930,0.965088
    1400,0.060547,0.001465,0.962891
    1410,0.063965,0.004883,0.962891
    1420,0.059082,0.001709,0.966553
    1430,0.062988,0.000732,0.964111
    1440,0.057373,0.000977,0.964600
    1450,0.069580,0.000732,0.966797
    1460,0.060059,-0.004883,0.962891
    1470,0.066895,0.000732,0.970459
    1480,0.068115,0.001709,0.967529
    1490,0.060547,0.000244,0.963379
    1500,0.062988,0.002686,0.960205
    1510,0.067871,-0.001221,0.972900
    1520,0.067871,-0.004395,0.969971
    1530,0.059814,0.004150,0.964600
    1540,0.065918,0.001709,0.967041
    1550,0.072510,0.000000,0.961914
    1560,0.065430,0.006836,0.965332
    1570,0.064697,0.003906,0.965576
    1580,0.058594,0.003418,0.963379
    1590,0.061279,-0.000244,0.967773
    1600,0.067871,-0.000732,0.964355
    1610,0.063232,-0.000977,0.967529
    1620,0.064697,0.002441,0.968750
    1630,0.061035,0.003174,0.971924
    1640,0.062012,-0.001465,0.960449
    1650,0.068604,-0.002930,0.968750
