=============== Sampling Metadata ===============
Node ID: 3
Start Time: 2025-07-02 17:06:30.000
Sampling Rate: 100 Hz
Duration: 30 s
================= Sampling Data =================
time_ms,ax,ay,az
      34,0.042236,-0.049072,0.928711
      36,0.039551,-0.052490,0.936768
      37,0.040039,-0.051270,0.936523
      40,0.037598,-0.043945,0.931152
      50,0.035645,-0.048340,0.937012
      60,0.041016,-0.052734,0.933105
      70,0.039795,-0.049805,0.933594
      80,0.040283,-0.046875,0.925781
      90,0.043701,-0.053223,0.928223
     100,0.039062,-0.048096,0.924072
     110,0.045898,-0.056885,0.930908
     120,0.037109,-0.051758,0.930908
     130,0.035156,-0.047852,0.930176
     140,0.037842,-0.048340,0.923096
     150,0.040283,-0.048340,0.932861
     160,0.032227,-0.050781,0.925293
     170,0.039307,-0.047852,0.920654
     180,0.037598,-0.046143,0.931396
     190,0.038086,-0.048096,0.936279
     200,0.042725,-0.050293,0.931152
     210,0.034912,-0.047607,0.940674
     220,0.039795,-0.051758,0.930908
     230,0.040039,-0.053467,0.934570
     240,0.038818,-0.051758,0.918213
     250,0.037354,-0.054932,0.935547
     260,0.042969,-0.052979,0.934814
     270,0.037842,-0.049561,0.925781
     280,0.041016,-0.047119,0.927979
     290,0.040527,-0.048828,0.936035
     300,0.041504,-0.057861,0.921143
     310,0.035156,-0.049561,0.928711
     320,0.041016,-0.046143,0.932861
     330,0.037109,-0.050293,0.935547
     340,0.036865,-0.047119,0.937012
     350,0.038818,-0.051758,0.927490
     360,0.040283,-0.049072,0.932861
     370,0.043457,-0.051758,0.932617
     380,0.038330,-0.053223,0.929688
     390,0.044922,-0.054199,0.920166
     400,0.042725,-0.044189,0.928711
     410,0.041504,-0.053223,0.939453
     420,0.038574,-0.042480,0.924316
     430,0.039062,-0.051025,0.929932
     440,0.037354,-0.052734,0.937256
     450,0.039551,-0.050293,0.929688
     460,0.035645,-0.046631,0.931152
     470,0.038818,-0.049316,0.922363
     480,0.043213,-0.038330,0.919678
     490,0.041016,-0.049561,0.931641
     500,0.033447,-0.052002,0.926758
     510,0.044922,-0.048584,0.927246
     520,0.038330,-0.055420,0.930664
     530,0.047119,-0.047852,0.924561
     540,0.042236,-0.051025,0.925293
     550,0.038818,-0.052246,0.930664
     560,0.042236,-0.044922,0.928711
     570,0.036377,-0.049072,0.925293
     580,0.038330,-0.050049,0.933105
     590,0.037354,-0.050781,0.925049
     600,0.040039,-0.046631,0.923340
     610,0.041504,-0.044922,0.927979
     620,0.041504,-0.047119,0.934570
     630,0.037598,-0.053955,0.932373
     640,0.040527,-0.047607,0.933594
     650,0.042725,-0.052734,0.925781
     660,0.035156,-0.055420,0.930176
     670,0.042725,-0.050293,0.927490
     680,0.041992,-0.047607,0.921631
     690,0.037842,-0.053955,0.929443
     700,0.039307,-0.054932,0.932129
     710,0.040283,-0.054443,0.928711
     720,0.041992,-0.051514,0.926758
     730,0.039795,-0.052246,0.926514
     740,0.043457,-0.051514,0.931885
     750,0.041504,-0.046631,0.928711
     760,0.038086,-0.052002,0.919189
     770,0.038818,-0.048340,0.929443
     780,0.041260,-0.050781,0.930664
     790,0.038818,-0.054199,0.930420
     800,0.040527,-0.051758,0.926514
     810,0.032227,-0.050293,0.927246
     820,0.045410,-0.054688,0.929932
     830,0.041260,-0.049561,0.927979
     840,0.036865,-0.048584,0.927734
     850,0.039062,-0.051025,0.933350
     860,0.042236,-0.046387,0.928711
     870,0.038086,-0.049561,0.924561
     880,0.037354,-0.047363,0.930420
     890,0.039062,-0.051025,0.919434
     900,0.047852,-0.057373,0.927734
     910,0.033936,-0.048584,0.933594
     920,0.043213,-0.053467,0.932617
     930,0.041748,-0.049316,0.937988
     940,0.040039,-0.048340,0.937744
     950,0.041016,-0.052979,0.930664
     960,0.042725,-0.052979,0.925049
     970,0.042236,-0.051025,0.937256
     980,0.039062,-0.043701,0.925049
     990,0.036377,-0.051514,0.934814
    1000,0.044922,-0.044189,0.936523
    1010,0.041016,-0.044678,0.938965
    1020,0.037598,-0.048096,0.931885
    1030,0.042969,-0.050049,0.922363
    1040,0.041992,-0.050049,0.927002
    1050,0.041504,-0.051758,0.926758
    1060,0.039795,-0.045898,0.935059
    1070,0.042725,-0.055176,0.933350
    1080,0.038330,-0.048584,0.933838
    1090,0.044189,-0.055176,0.925293
    1100,0.041992,-0.045898,0.927246
    1110,0.038330,-0.052002,0.932129
    1120,0.041260,-0.054932,0.925049
    1130,0.039795,-0.047363,0.929932
    1140,0.035400,-0.049805,0.925781
    1150,0.036133,-0.044922,0.929199
    1160,0.039795,-0.048584,0.929688
    1170,0.035645,-0.051270,0.937256
    1180,0.039062,-0.047119,0.927490
    1190,0.040771,-0.051758,0.928467
    1200,0.038574,-0.044189,0.929932
    1210,0.046875,-0.038818,0.935059
    1220,0.036377,-0.054443,0.928467
    1230,0.035400,-0.059082,0.930420
    1240,0.040527,-0.053711,0.930176
    1250,0.035156,-0.046387,0.930664
    1260,0.040283,-0.053711,0.926514
    1270,0.038818,-0.048584,0.929199
    1280,0.039551,-0.052979,0.929443
    1290,0.040283,-0.048340,0.927734
    1300,0.041016,-0.047852,0.929443
    1310,0.038330,-0.050537,0.926270
    1320,0.041992,-0.048828,0.934326
    1330,0.038574,-0.046387,0.930664
    1340,0.039795,-0.050049,0.934570
    1350,0.038818,-0.050293,0.934082
    1360,0.035156,-0.048828,0.931152
    1370,0.046875,-0.050293,0.937988
